"Name","Address","Industry","Type","Est. of Ownership","National ID","SIC Code"
"ENERJI PIYASALARI ISLETME ANONIM SIRKETI","F2 APARTMANI, NO:1F-11 MASLAK MAHALLESI, TASYONCASI SOKAK, SARIYER, Istanbul (Europe), 34485, TURKEY","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2016","965870 TİCARET SİCİL NO","Electric services (4911)"
"EGE OTO A S","Halkapinar Mahallesi, Yenisehir, Konak, IZMIR, 35110, TURKEY","Wholesale Trade","Corporation","1970","15232 TİCARET SİCİL NO","Whol autos/motor vehicles (5012)"
"SOSYAL SIGORTALAR KURUMU GENEL MUDURLUGU MAKINA IKMAL DAIRESI BASKANLIGI","TURKEY","Wholesale Trade","Corporation","1946","","Whol medical/hospital equipment (5047)"
"SAYOT SAYAC OTOMASYON SISTEMLERI SANAYI VE TICARET A S","Perdemsac Plaza, 17/2 Bayar Caddesi, Gulbahar Sokak, Kozyatagi, Istanbul (Anatolia), 81090, TURKEY","Wholesale Trade","Corporation","1998","394736 TİCARET SİCİL NO","Whol electrical equipment (5063)"
"KOC YATIRIM MENKUL DEGERLER A S","Koza Is Merkezi, C Blok, Kat:2, Barbaros Bulvari, Morbasan Sokak, Balmumcu, Besiktas, Istanbul (Europe), 80700, TURKEY","Finance, Insurance, and Real Estate","Corporation","2001","357747 TİCARET SİCİL NO","Security broker/dealer (6211)"
"KOC HOLDING ANONIM SIRKETI","NO:1 NAKKASTEPE AZIZBEY SOKAK, KUZGUNCUK, USKUDAR, Istanbul (Anatolia), 34674, TURKEY","Finance, Insurance, and Real Estate","Corporation","1996","85714 TİCARET SİCİL NO","Holding company (6719)"
"T.C. SAGLIK BAKANLIGI HALK SAGLIGI GENEL MUDURLUGU","NO:55 SAGLIK MAHALLESI, A.ADNAN SAYGUN 2 CADDESI SIHHIYE, CANKAYA, ANKARA, 06100, TURKEY","Public Sector","Corporation","2012","","Administrative public health programs (9431)"
"ESKISEHIR ORGANIZE SANAYI BOLGESI","ISMAIL KANATLI BULVARI, NO:15 ORGANIZE SANAYI BOLGESI, 2. CADDE, ODUNPAZARI, Eskisehir, 26250, TURKEY","Services","Government Body","1968","7430005471 VKN","Business association (8611)"
"HACI OMER SABANCI HOLDING ANONIM SIRKETI","SABANCI CENTER, BESIKTAS, Istanbul (Europe), 34330, TURKEY","Finance, Insurance, and Real Estate","Corporation","1967","127350 TİCARET SİCİL NO","Holding company (6719)"
"BIM BIRLESIK MAGAZALAR ANONIM SIRKETI","NO:73 ABDURRAHMANGAZI MAHALLESI, EBUBEKIR CADDESI, SANCAKTEPE, Istanbul (Anatolia), 34887, TURKEY","Retail Trade","Corporation","2017","334499 TİCARET SİCİL NO","Ret groceries (5411)"
"ECE TURKIYE PROJE YONETIMI ANONIM SIRKETI","NO:3 DEFTERDAR YOKUSU, TOPHANE, BEYOGLU, Istanbul (Europe), 34435, TURKEY","Services","Corporation","2012","446939 TİCARET SİCİL NO","Services-misc (8999)"
"YENI MAGAZACILIK ANONIM SIRKETI","B APT, NO:4 B1 BURHANIYE MAHALLESI, NAGEHAN SOKAK, USKUDAR, Istanbul (Anatolia), 34676, TURKEY","Retail Trade","Corporation","2014","661036 TİCARET SİCİL NO","Ret groceries (5411)"
"RONESANS HOLDING ANONIM SIRKETI","ATATURK BULVARI, N:144-146 CANKAYA MAHALLESI, CANKAYA, ANKARA, 06690, TURKEY","Finance, Insurance, and Real Estate","Corporation","2008","258402 TİCARET SİCİL NO","Holding company (6719)"
"BARAN ORTAK SAGLIK GUVENLIK BIRIMI VE ISTIHDAM HIZMETLERI LIMITED SIRKETI","NO:2A ARMAGAN EVLER MAHALLESI, NEYZEN TEVFIK SOKAK, UMRANIYE, Istanbul (Anatolia), 34760, TURKEY","Services","Corporation","2018","936329 TİCARET SİCİL NO","Medical doctor's office (8011)"
"KOC YATIRIM MENKUL DEGERLER A S","Koza Is Merkezi, C Blok, Kat:2, Barbaros Bulvari, Morbasan Sokak, Balmumcu, Besiktas, Istanbul (Europe), 80700, TURKEY","Finance, Insurance, and Real Estate","Corporation","2001","357747 TİCARET SİCİL NO","Security broker/dealer (6211)"
"ZHELAEVSKI KOMBINAT KHLEBOPRODUKTOV, AO","24 Ulitsa Promzona, Uralsk G. A., KAZAKHSTAN","Manufacturing","Corporation","1995","00960651 OKPO","Mfg flour/grain mill products (2041)"
"KAZAKHSKAYA NATSIONALNAYA AKADEMIYA KHOREOGRAFII, NEKOMMERCHESKOE AKTSIONERNOE OBSHCHESTVO","9 prospekt Khusein Ben Talal, Nur-Sultan, KAZAKHSTAN","Services","Corporation","2015","52945075 OKPO","College/university (8221)"
"GOLD PRODUKT, AO","1 Uchetny kvartal 126, Turgenski S. O., KAZAKHSTAN","Manufacturing","Corporation","1998","38728891 OKPO","Mfg wines/brandy/spirits (2084)"
"LUKOIL KAZAKHSTAN APSTRIM, TOO","16, , kv.2, Ulitsa Dostyq, Nur-Sultan, KAZAKHSTAN","Mining","Corporation","2018","181040013821 BIN","Crude petroleum/natural gas production (1311)"
"KAZTSINK, TOO","Ulitsa Promyshlennaya D. 1, Ust-Kamenogorsk G. A., F02K4K2, KAZAKHSTAN","Manufacturing","Corporation","1997","30884350 OKPO","Nonferrous rolling/drawing (3356)"
"KELESHEK, TOO","34 Ulitsa Severnoe Koltso, Almaty, KAZAKHSTAN","Construction","Corporation","1996","38177853 OKPO","Residential construction (1522)"
"KTZH-GRUZOVYE PEREVOZKI, TOO","Raion Esil, Nur-Sultan, KAZAKHSTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2003","40090042 OKPO","Railroad line-haul operator (4011)"
"KAZTRANSGAZ, AO","12 Ulitsa 36, Nur-Sultan, KAZAKHSTAN","Retail Trade","Corporation","2000","39236351 OKPO","Ret liquefied petroleum gas (5984)"
"MANGISTAUMUNAIGAZ, AO","1 mkr 6, Aktau G. A., R00D4F9, KAZAKHSTAN","Mining","Corporation","1995","38811570 OKPO","Crude petroleum/natural gas production (1311)"
"AZIATSKI GAZOPROVOD, TOO","109 V prospekt Abaya, Almaty, KAZAKHSTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2008","50360844 OKPO","Pipeline operation (4619)"
"NATSIONALNAYA KOMPANIYA KAZMUNAIGAZ, AO","8 Ulitsa Dinmukhamed Konaev, Nur-Sultan, 010000, KAZAKHSTAN","Finance, Insurance, and Real Estate","Corporation","2002","39661491 OKPO","Holding company (6719)"
"ARSELORMITTAL TEMIRTAU, AO","1 Prospekt Respubliki, Temirtau, 101407, Karagandinskaya obl., KAZAKHSTAN","Manufacturing","Corporation","1995","38428679 OKPO","Blast furnace-steel works (3312)"
"KORPORATSIYA KAZAKHMYS, TOO","12 Ulitsa Lenina, Karaganda G. A., M01Y2A7, KAZAKHSTAN","Manufacturing","Partnership Of Unknown Type","2005","40438373 OKPO","Copper foundry (3366)"
"KAZAKHTELEKOM, AO","12 Ulitsa Sauran, Nur-Sultan, 010000, KAZAKHSTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1994","30415483 OKPO","Radiotelephone communication (4812)"
"TRANSNATSIONALNAYA KOMPANIYA KAZKHROM, AO","4a Ulitsa M. Mametovoi, Aktobe, 030008, Aktyubinskaya obl., KAZAKHSTAN","Manufacturing","Corporation","1995","30679259 OKPO","Blast furnace-steel works (3312)"
"NARODNY SBEREGATELNY BANK KAZAKHSTANA, AO","40 prospekt Al-Farabi, Almaty, A26M3K5, KAZAKHSTAN","Finance, Insurance, and Real Estate","Corporation","1994","30722009 OKPO","National commercial bank (6021)"
"KASPI BANK, AO","154a Ulitsa Nauryzbai Batyra, Almaty, 050013, KAZAKHSTAN","Finance, Insurance, and Real Estate","Corporation","1997","15396305 OKPO","Commercial bank (6029)"
"TECHNODOM OPERATOR, AO","178a Ulitsa Qurmangazy, Almaty, 050009, KAZAKHSTAN","Retail Trade","Corporation","2012","51833144 OKPO","Ret household appliances (5722)"
"VOSTOKTSVETMET, TOO","121 Ulitsa Imeni Aleksandra Protozanova, Ust-Kamenogorsk, 070004, Vostochno-Kazakhstanskaya obl., KAZAKHSTAN","Mining","Partnership Of Unknown Type","2014","52662986 OKPO","Copper ore mining (1021)"
"EIR ASTANA, AO","4a Ulitsa Zakarpatskaya, Almaty, 050039, KAZAKHSTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2001","39616912 OKPO","Scheduled air transportation (4512)"
"TAMASK-KANT, OSOO","24/3 ul. Isanova, BISHKEK, KYRGYZSTAN","Wholesale Trade","Corporation","2006","24274653 OKPO","Whol durable goods (5099)"
"KYRGYZALTYN, OAO","195 ul. Abdymomunova, BISHKEK, KYRGYZSTAN","Mining","Corporation","1993","20149141 OKPO","Nonmetallic mineral mining (1499)"
"KLIMAT TEKHNOLODZHI, OSOO","209 ul. Moskovskaya, BISHKEK, KYRGYZSTAN","Construction","Corporation","2001","23166163 OKPO","Single-family house construction (1521)"
"KGK, ZAO","24 ul. Ibraimova, BISHKEK, 720031, KYRGYZSTAN","Mining","Corporation","1993","20312776 OKPO","Metal ore mining (1099)"
"ES, OAO","326 pr. Zhibek-Zholu, BISHKEK, KYRGYZSTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2001","22856351 OKPO","Electric services (4911)"
"SEVERELEKTRO, OAO","3 Chkalova ul., s. Lebedinovka, 722160, KYRGYZSTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2001","22746556 OKPO","Electric services (4911)"
"BAKAEV, OSOO","68 ul. Lenina, Osh, KYRGYZSTAN","Retail Trade","Corporation","1970","23091778 OKPO","Ret misc general merchandise (5399)"
"MAM, OAO","aeroport ""Manas"", BISHKEK, KYRGYZSTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2001","22717514 OKPO","Courier service (4215)"
"ALFA TELEKOM, ZAO","123 ul. Suyumbaeva, BISHKEK, KYRGYZSTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2009","26611735 OKPO","Cable/pay television service (4841)"
"KONDITERSKI DOM KULIKOVSKI, OSOO","2 ul. Alma-Atinskaya, Alamudun, 720082, KYRGYZSTAN","Manufacturing","Corporation","2007","24344164 OKPO","Mfg bread/related products (2051)"
"Akyikat Jolu","Lineini 67-5, BISHKEK, 720040, KYRGYZSTAN","Services","Unknown Type","","","Business services (7389)"
"GORNORUDNY KOMBINAT (MINING COMBINATE)","KYRGYZSTAN","Mining","Corporation","","","Metal ore mining (1099)"
"State border service under the Government of Kyrgyz Republic","163 Mederova, BISHKEK, KYRGYZSTAN","Public Sector","Unknown Type","","","National security (9711)"
"ES, OAO","326 pr. Zhibek-Zholu, BISHKEK, KYRGYZSTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2001","22856351 OKPO","Electric services (4911)"
"KIRGIZSTON ABA DZHOLDORU PUBLIC JOINT STOCK COMPANY","Airport Manas, BISHKEK, 720062, KYRGYZSTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1997","14303301","Nonscheduled air transportation (4522)"
"KYRGYZTELEKOM, OAO","96 pr. Chui, BISHKEK, KYRGYZSTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1993","01211803 OKPO","Cable/pay television service (4841)"
"KYRGYZ POCHTASY, GP","227 pr. Chui, BISHKEK, KYRGYZSTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1993","20382073 OKPO","U.S. Postal Service (4311)"
"KYRGYSKY MINING & SMELTING PLANT PUBLIC JOINT STOCK COMPANY","18 Kudryashova street, Poselok Orlovka, Keminsky rayon, 722231, KYRGYZSTAN","Manufacturing","Corporation","1975","78303","Blast furnace-steel works (3312)"
"SEVERELEKTRO, OAO","3 Chkalova ul., s. Lebedinovka, 722160, KYRGYZSTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2001","22746556 OKPO","Electric services (4911)"
"KYRGYZALTYN, OAO","195 ul. Abdymomunova, BISHKEK, KYRGYZSTAN","Mining","Corporation","1993","20149141 OKPO","Nonmetallic mineral mining (1499)"
"Nassochii Tochik PO OOO","6 S. Sherozi ave., DUSHANBE, 734042, TAJIKISTAN","Manufacturing","Corporation","1942","030001401 RMA","Lace/warp knit fabric mill (2258)"
"BARKI TOCHIK, SHK","64 Ismoil Somoni str., DUSHANBE, 734026, TAJIKISTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1936","040000011 RMA","Electric services (4911)"
"UMED-88 CHAMYIYATI DOROI MASYULIYATI MAHDUDI","9th km main road Dushanbe-Bagdad, DUSHANBE, TAJIKISTAN","Wholesale Trade","Corporation","2000","040000405 RMA","Whol petroleum products (5172)"
"BOKHTAR JDMM","9 K Marx Street, DUSHANBE, 735140, TAJIKISTAN","Services","Corporation","","180007758 RMA","Business services (7389)"
"Tajik Air ChSK","32/1 M. Mastongulov str., DUSHANBE, 734012, TAJIKISTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1990","010005021 RMA","Scheduled air transportation (4512)"
"Cement Tochik OAO","205 Rudaki ave., DUSHANBE, 734008, TAJIKISTAN","Manufacturing","Corporation","1942","020004768 RMA","Mfg hydraulic cement (3241)"
"Teleradiocom OJSC","85 Internatsionalnaya str., DUSHANBE, 734001, TAJIKISTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1997","173","Communication services (4899)"
"The First MicroFinance Bank, CJSC","105 Rudaki Ave., DUSHANBE, 734003, TAJIKISTAN","Finance, Insurance, and Real Estate","Corporation","2004","020015974 RMA","Commercial bank (6029)"
"TAKH HUMO ChSP","148/1, Negmat Karabaeva str., DUSHANBE, 734061, TAJIKISTAN","Finance, Insurance, and Real Estate","Corporation","2013","020026755 RMA","Commercial bank (6029)"
"Pamirskaya Energeticheskaya Kompaniya JSK","75 Gulmamadov str., Khorog, 736100, TAJIKISTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2003","700002650 RMA","Electric services (4911)"
"BARKI TOCHIK, SHK","64 Ismoil Somoni str., DUSHANBE, 734026, TAJIKISTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1936","040000011 RMA","Electric services (4911)"
"Nassochii Tochik PO OOO","6 S. Sherozi ave., DUSHANBE, 734042, TAJIKISTAN","Manufacturing","Corporation","1942","030001401 RMA","Lace/warp knit fabric mill (2258)"
"BOKHTAR JDMM","9 K Marx Street, DUSHANBE, 735140, TAJIKISTAN","Services","Corporation","","180007758 RMA","Business services (7389)"
"Teleradiocom OJSC","85 Internatsionalnaya str., DUSHANBE, 734001, TAJIKISTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1997","173","Communication services (4899)"
"Latif Murodov, KOOPERATIVI TICHORATII","Gissar, 735024, TAJIKISTAN","Agriculture, Forestry, and Fishing","Cooperative","1997","090002137 RMA","Beef cattle feedlot (0211)"
"Customs Service under the Goverment of the Rebublic Tajikistan","50 Bukhara Avenue, DUSHANBE, 734025, TAJIKISTAN","Public Sector","Corporation","1989","020002363 RMA","National security (9711)"
"Agrofirma Chabrets OsOO","Zapadny str., Frunze village, TAJIKISTAN","Agriculture, Forestry, and Fishing","Corporation","1996","27508689 RUKT","General crop farm (0191)"
"Agroinvestbank OJSC","21 Saadi Sherozi ave., DUSHANBE, 734018, TAJIKISTAN","Finance, Insurance, and Real Estate","Corporation","1987","040000053 RMA","Commercial bank (6029)"
"Cement Tochik OAO","205 Rudaki ave., DUSHANBE, 734008, TAJIKISTAN","Manufacturing","Corporation","1942","020004768 RMA","Mfg hydraulic cement (3241)"
"The First MicroFinance Bank, CJSC","105 Rudaki Ave., DUSHANBE, 734003, TAJIKISTAN","Finance, Insurance, and Real Estate","Corporation","2004","020015974 RMA","Commercial bank (6029)"
"DAYHANBANK STATE COMMERCIAL BANK OF TURKMENISTAN","d.465 Bitarap Turkmenistan Avenue, ASHGABAT, 744000, TURKMENISTAN","Finance, Insurance, and Real Estate","Corporation","","102161000246 Salgyt kod","National commercial bank (6021)"
"BEREKETLI JOINT STOCK COMPANY","10 Microrajon Mir 3/1, ASHGABAT, TURKMENISTAN","Manufacturing","Corporation","1992","16143776","Mfg food preparations (2099)"
"TURKMENDOKUNCHIMIA STATE OWNED CONCERN","91 Atamurata Niyazova street, ASHGABAT, TURKMENISTAN","Manufacturing","Corporation","2000","","Mfg industrial organic chemicals (2869)"
"TURKMENBASHI GKBT","54 Kh.Annadurdyeva ul., ASHGABAT, 744000, TURKMENISTAN","Finance, Insurance, and Real Estate","Corporation","1992","101301000408 Salgyt kod","State commercial bank (6022)"
"Turkmenistanyn Dowlet Dasary Ykdysady Is Banky","32 Garashsyzlyk avenue, ASHGABAT, 744036, TURKMENISTAN","Finance, Insurance, and Real Estate","Corporation","1992","103161020091 Salgyt kod","State commercial bank (6022)"
"Turkmenistan Awiakompaniyasy, YGPJ","Airport, ASHGABAT, 744008, TURKMENISTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2017","00038074","Scheduled air transportation (4512)"
"TURKMENNEFTEGAZ STATE TRADING CORPORATION STATE OWNED CONCERN","56 Archabilskoe shosse, ASHGABAT, TURKMENISTAN","Wholesale Trade","Corporation","1996","","Whol petroleum products (5172)"
"Turkmengeologiya GK","56 Archabil avenue, ASHGABAT, 744036, TURKMENISTAN","Services","Corporation","1996","10116100159 Salgyt kod","Surveying services (8713)"
"Niazov Treatment and Consulting Center","1924, ASHGABAT, 744005, TURKMENISTAN","Services","Corporation","","","General hospital (8062)"
"MIZEMEZ GADAM, HK","18A A. Velihanov str., gengeshlik im. N. Gullaeva, 746100, TURKMENISTAN","Manufacturing","Partnership Of Unknown Type","1998","514131000767 Salgyt kod","Mfg construction machinery (3531)"
"Turkmengeologiya GK","56 Archabil avenue, ASHGABAT, 744036, TURKMENISTAN","Services","Corporation","1996","10116100159 Salgyt kod","Surveying services (8713)"
"DAYHANBANK STATE COMMERCIAL BANK OF TURKMENISTAN","d.465 Bitarap Turkmenistan Avenue, ASHGABAT, 744000, TURKMENISTAN","Finance, Insurance, and Real Estate","Corporation","","102161000246 Salgyt kod","National commercial bank (6021)"
"TURKMENDOKUNCHIMIA STATE OWNED CONCERN","91 Atamurata Niyazova street, ASHGABAT, TURKMENISTAN","Manufacturing","Corporation","2000","","Mfg industrial organic chemicals (2869)"
"Niazov Treatment and Consulting Center","1924, ASHGABAT, 744005, TURKMENISTAN","Services","Corporation","","","General hospital (8062)"
"TURKMENBASHI GKBT","54 Kh.Annadurdyeva ul., ASHGABAT, 744000, TURKMENISTAN","Finance, Insurance, and Real Estate","Corporation","1992","101301000408 Salgyt kod","State commercial bank (6022)"
"Turkmenistan Awiakompaniyasy, YGPJ","Airport, ASHGABAT, 744008, TURKMENISTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2017","00038074","Scheduled air transportation (4512)"
"SP Gissarneftgaz OOO","8 Bakhodyr Sherkulov str., Karshi, TURKMENISTAN","Mining","Corporation","2005","002063","Crude petroleum/natural gas production (1311)"
"State Committee of Turkmenistan for Televison, Radiobroadcasting and cinematograhy","Television center, ASHGABAT, 744000, TURKMENISTAN","Services","Corporation","","101111005515 Salgyt kod","Services-misc (8999)"
"MIZEMEZ GADAM, HK","18A A. Velihanov str., gengeshlik im. N. Gullaeva, 746100, TURKMENISTAN","Manufacturing","Partnership Of Unknown Type","1998","514131000767 Salgyt kod","Mfg construction machinery (3531)"
"Turkmenpocta, PAK","16 2023 str., ASHGABAT, 744000, TURKMENISTAN","Services","Corporation","1993","01215004","Business services (7389)"
"OZBEKISTON TEMIR YOLLARI, AJ","7 Taras Shevchenko str., TASHKENT, 100060, UZBEKISTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1994","1060292 OKPO","Railroad line-haul operator (4011)"
"NAVOIY KON-METALLURGIYA KOMBINATI, DK","27 Navoi str., Navoi, 210100, UZBEKISTAN","Mining","Unknown Type","1958","07621395 OKPO","Gold ore mining (1041)"
"UZMASHPROM ASSOCIATION","53B U Nosira Street, TASHKENT, 700100, UZBEKISTAN","Manufacturing","Unknown Type","1994","","Mfg textile machinery (3552)"
"OZBEKTELEKOM, AJ","97A Amir Temur str., TASHKENT, 100000, UZBEKISTAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1992","17820078 OKPO","Telephone communications (4813)"
"FARG'ONAAZOT, AJ","222 Sanoat str., Fergana, 150100, UZBEKISTAN","Manufacturing","Corporation","1991","00203855 OKPO","Mfg nitrogenous fertilizers (2873)"
"EPSILON DEVELOPMENT COMPANY, MCHJ","3 Mukimiy 1st passage, TASHKENT, 100100, UZBEKISTAN","Mining","Corporation","2018","305922787 STIR","Crude petroleum/natural gas production (1311)"
"MAXAM-CHIRCHIQ, AJ","2 Tashkent str., Chirchiq, 111708, UZBEKISTAN","Manufacturing","Corporation","1975","00203068 OKPO","Mfg nitrogenous fertilizers (2873)"
"ELEKTROKIMYOSANOAT PUBLIC JOINT STOCK COMPANY","2 Tashkentskaay street, Tashkent oblast, 702108, UZBEKISTAN","Manufacturing","Unknown Type","1932","00203068 OKPO","Mfg industrial inorganic chemicals (2819)"
"UZAUTO MOTORS, AJ","81 Khumo str., Asaka, 170200, UZBEKISTAN","Manufacturing","Corporation","1992","15359652 OKPO","Mfg motor vehicle/car bodies (3711)"
"COMMERCIAL AGROINDUSTRIAL BANK","43 Mukimi Street, TASHKENT, 700096, UZBEKISTAN","Finance, Insurance, and Real Estate","Unknown Type","1992","","National commercial bank (6021)"
