name,marketcap,country,change (1 year),rank,change (1 day),categories,share price
aaron's,$0.77 b,usa,41.01%,#4385,0.33%,,$24.46
harborone bancorp,$0.76 b,usa,35.74%,#4386,-0.21%,🏦 banks💳 financial services,$14.46
glatfelter,$0.76 b,usa,3.42%,#4387,0.12%,📄 pulp and paper,$17.24
channeladvisor,$0.76 b,usa,66.34%,#4388,0.35%,👩‍💻 software🛒 e-commerce👩‍💻 tech🖥️ internet,$25.54
zymeworks,$0.77 b,canada,-69.49%,#4380,2.98%,,$16.60
sterling construction,$0.76 b,usa,66.77%,#4390,-0.41%,🏗 construction,$26.59
argonaut gold,$0.76 b,usa,30.99%,#4391,-1.58%,⛏️ mining ⛏️ gold mining,$2.45
community trust bancorp,$0.76 b,usa,15.95%,#4393,-0.67%,🏦 banks💳 financial services,$42.68
babcock & wilcox,$0.76 b,usa,97.54%,#4392,0.00%,🔋 electricity ⚡ energy,$8.83
suprajit engineering,$0.75 b,india,103.74%,#4395,1.98%,,$5.49
barbeque nation hospitality,$0.75 b,india,n/a,#4396,0.58%,🍔 restaurant chains🍴 food,$19.47
valhi,$0.75 b,usa,70.22%,#4397,-1.33%,,$26.79
ideanomics,$0.76 b,usa,-24.27%,#4394,-2.10%,,$1.53
titan machinery,$0.75 b,usa,83.88%,#4401,-0.77%,,$33.39
qnb finansleasing,$0.75 b,turkey,-28.36%,#4398,-1.99%,,$6.58
doubledown interactive,$0.75 b,usa,n/a,#4399,-0.59%,🎮 video games👩‍💻 tech,$15.25
mitek systems,$0.75 b,usa,49.74%,#4402,-1.61%,👩‍💻 software👩‍💻 tech,$17.06
kalpataru power transmission,$0.75 b,india,17.61%,#4403,0.26%,🔋 electricity🏗 construction ⚡ energy,$5.06
juventus turin,$0.75 b,italy,-49.93%,#4404,-3.46%,⚽ football,$0.45
bakkt holdings,$0.75 b,usa,n/a,#4405,-5.11%,👩‍💻 software👩‍💻 tech💳 financial services,$13.93
valens semiconductor,$0.75 b,israel,n/a,#4406,-1.48%,📟 semiconductors👩‍💻 tech💻 tech hardware,$7.66
tcg bdc,$0.75 b,usa,25.81%,#4407,0.13%,💳 financial services,$14.01
infibeam avenues,$0.74 b,india,-53.46%,#4408,3.14%,🛒 e-commerce💳 financial services👩‍💻 tech,$0.56
quanex building products,$0.74 b,usa,5.43%,#4409,-0.89%,,$22.34
jin air,$0.74 b,south korea,28.25%,#4410,-1.45%,✈️ airlines🌴 travel,$14.40
airsculpt technologies,$0.74 b,usa,n/a,#4411,-0.60%,,$13.33
new senior investment group,$0.74 b,usa,47.74%,#4412,-1.12%,🏠 real estate💰 investment 🏘️ reits,$8.82
insteel industries,$0.73 b,usa,67.07%,#4413,-1.70%,,$38.10
yellow corporation,$0.73 b,usa,n/a,#4414,5.92%,transportation,$14.40
cryolife,$0.73 b,usa,-16.91%,#4415,-0.69%,medical devices🧬 biotech,$18.69
the beachbody company,$0.73 b,usa,n/a,#4416,-1.04%,,$2.38
rockley photonics,$0.73 b,uk,n/a,#4417,-1.11%,📟 semiconductors👩‍💻 tech💻 tech hardware,$5.78
zogenix,$0.73 b,usa,-37.85%,#4418,0.61%,💊 pharmaceuticals,$13.10
ati physical therapy,$0.73 b,usa,n/a,#4419,0.54%,,$3.71
dynamic materials corporation,$0.73 b,usa,-14.92%,#4420,0.18%,,$39.07
flushing financial corp,$0.73 b,usa,48.88%,#4421,-0.04%,🏦 banks💳 financial services,$23.81
y-mabs therapeutics,$0.72 b,usa,-66.46%,#4422,-1.85%,💊 pharmaceuticals,$16.73
myers industries,$0.72 b,usa,11.94%,#4423,0.35%,,$20.13
pzena investment management,$0.72 b,usa,43.00%,#4424,1.29%,💰 investment,$10.09
preferred apartment communities,$0.72 b,usa,61.81%,#4425,-0.22%,🏠 real estate 🏘️ reits,$13.74
drdgold,$0.72 b,south africa,-18.34%,#4426,-0.70%,⛏️ mining ⛏️ gold mining,$8.49
jeju air,$0.72 b,south korea,-9.61%,#4427,-1.15%,✈️ airlines🌴 travel,$14.57
airasia,$0.72 b,malaysia,n/a,#4428,0.00%,✈️ airlines🌴 travel,$0.18
u.s. silica,$0.71 b,usa,64.55%,#4429,-1.98%,⛏️ mining,$9.65
pbf logistics,$0.71 b,usa,16.11%,#4430,0.84%,🛢 oil&gas ⚡ energy,$11.49
sgoco group,$0.71 b,hong kong,380.62%,#4431,-0.32%,,$6.20
beazer homes usa,$0.71 b,usa,51.13%,#4432,1.01%,🏗 construction,$22.93
calavo growers,$0.71 b,usa,-47.35%,#4433,1.76%,🍴 food,$40.54
rite aid,$0.71 b,usa,-34.10%,#4434,-0.62%,🛍️ retail 💊 drugstore💊 pharmaceuticals,$12.77
cadre,$0.71 b,usa,n/a,#4435,0.53%,💳 financial services💰 investment,$20.71
playway,$0.71 b,poland,-29.63%,#4436,0.47%,🎮 video games entertainment👩‍💻 tech,$107.80
transportadora de gas del sur,$0.71 b,argentina,-14.47%,#4437,1.07%,,$4.72
moneygram,$0.71 b,usa,8.66%,#4438,2.92%,💳 financial services,$7.75
brookfield property reit,$0.71 b,usa,19.10%,#4439,-0.86%,🏠 real estate💰 investment 🏘️ reits,$18.52
geopark,$0.70 b,chile,12.96%,#4440,-1.69%,🛢 oil&gas ⚡ energy,$11.65
affimed,$0.70 b,germany,1.46%,#4441,-5.52%,💊 pharmaceuticals,$5.91
dril-quip,$0.70 b,usa,-39.55%,#4442,-0.15%,🛢 oil&gas 🛢️ oil & gas equipment & services,$19.98
aarti drugs,$0.70 b,india,-30.46%,#4443,6.32%,💊 pharmaceuticals🧬 biotech,$7.62
theravance biopharma,$0.70 b,cayman islands,-46.55%,#4444,3.91%,💊 pharmaceuticals🧬 biotech,$9.57
ambac,$0.70 b,usa,-12.04%,#4445,-1.34%,💳 financial services🏦 insurance,$15.14
endeavour silver,$0.70 b,canada,16.53%,#4446,-1.20%,⛏️ mining ⛏️ silver mining,$4.11
unitil corporation,$0.70 b,usa,0.82%,#4447,-0.45%,🚰 utility companies🔋 electricity🛢 oil&gas ⚡ energy,$43.86
carparts.com,$0.70 b,usa,-5.92%,#4448,-0.15%,🖥️ internet🛒 e-commerce👩‍💻 tech🛍️ retail,$13.33
ares commercial real estate,$0.70 b,usa,26.58%,#4449,-0.70%,🏠 real estate💰 investment 🏘️ reits,$14.90
select energy services,$0.69 b,usa,43.95%,#4450,-1.25%,,$6.34
cra international,$0.69 b,usa,90.78%,#4451,-0.15%,💼 professional services,$94.22
jci hitachi india,$0.69 b,india,-12.86%,#4452,-0.66%,,$25.73
oyak çimento,$0.69 b,turkey,5.59%,#4453,-2.35%,cement🧱 building materials,$0.60
the manitowoc company,$0.69 b,usa,61.23%,#4454,-0.60%,🏭 manufacturing,$19.84
gannett,$0.69 b,usa,76.51%,#4455,-1.61%,📰 media/press,$4.88
jindal poly films,$0.69 b,india,151.15%,#4456,1.24%,,$15.83
jbm auto,$0.69 b,india,299.64%,#4457,-1.08%,,$14.62
quotient technology,$0.69 b,usa,-13.80%,#4458,-0.61%,➡️ advertising,$7.33
turning point brands,$0.69 b,usa,-9.61%,#4459,0.30%,🚬 tobacco,$36.59
newtek,$0.68 b,usa,68.26%,#4460,-0.33%,💰 investment,$30.54
altimeter growth,$0.68 b,usa,n/a,#4461,-13.44%,,$11.01
transport corporation of india,$0.68 b,india,161.83%,#4462,-0.79%,transportation,$8.90
funko,$0.68 b,usa,89.08%,#4463,0.12%,🧸 toys 🏭 manufacturing,$17.17
ehealth,$0.68 b,usa,-65.65%,#4464,3.34%,,$25.97
camden national bank,$0.68 b,usa,26.18%,#4465,-0.62%,🏦 banks💳 financial services,$46.13
greenidge generation holdings,$0.68 b,usa,n/a,#4466,-1.06%,👩‍💻 tech ₿ bitcoin,$16.80
planet13,$0.68 b,usa,n/a,#4467,2.32%,cannabis,$3.47
inseego,$0.67 b,usa,-42.62%,#4468,0.16%,📡 telecommunications equipment,$6.46
franklin street properties,$0.67 b,usa,32.92%,#4469,0.00%,🏠 real estate💰 investment 🏘️ reits,$6.42
koppers,$0.67 b,usa,12.97%,#4470,0.47%,🧪 chemicals,$31.77
purple innovation,$0.67 b,usa,-61.47%,#4471,-1.65%,,$10.11
hanmi financial,$0.67 b,usa,115.06%,#4472,-0.27%,🏦 banks💳 financial services,$22.22
bluegreen vacations,$0.67 b,usa,36.46%,#4473,-2.51%,🏨 hotels🌴 travel,$9.32
heidelbergcement india,$0.67 b,india,6.98%,#4474,-0.46%,cement🧱 building materials,$2.98
backblaze,$0.67 b,usa,n/a,#4475,-5.59%,👩‍💻 software👩‍💻 tech,$22.30
liquidity services,$0.67 b,usa,32.36%,#4476,-4.88%,🖥️ internet🛒 e-commerce👩‍💻 tech,$19.88
party city,$0.67 b,usa,11.62%,#4477,-1.07%,🛍️ retail,$5.99
tejas networks,$0.67 b,india,215.02%,#4478,-2.01%,📡 telecommunications equipment📞 networking hardware💻 tech hardware,$5.88
varroc,$0.67 b,india,-20.03%,#4479,2.28%,🚘 automotive suppliers,$4.38
banco latinoamericano de comercio exterior,$0.67 b,panama,6.16%,#4480,2.08%,🏦 banks💳 financial services,$16.90
cutera,$0.66 b,usa,61.87%,#4481,-3.07%,,$37.28
kelly services,$0.66 b,usa,-25.13%,#4482,-0.18%,💼 professional services💼 staffing & employment services,$16.95
optim,$0.66 b,japan,-51.86%,#4483,-2.13%,👩‍💻 tech👩‍💻 software,$12.16
atea pharmaceuticals,$0.66 b,usa,n/a,#4484,0.00%,💊 pharmaceuticals🧬 biotech,$8.04
diebold nixdorf,$0.66 b,usa,-20.18%,#4485,-1.62%,💳 financial services👩‍💻 software👩‍💻 tech,$8.52
ammo,$0.66 b,usa,n/a,#4486,-2.11%,,$5.79
tutor perini,$0.66 b,usa,-3.72%,#4487,-0.08%,🏗 construction,$12.94
groupon,$0.66 b,usa,-36.26%,#4488,-1.54%,🖥️ internet🛒 e-commerce👩‍💻 tech,$22.34
timkensteel,$0.66 b,usa,164.05%,#4489,-1.24%,🔩 steel producers🔩 steel industry,$14.29
heritage commerce,$0.65 b,usa,28.44%,#4490,-0.64%,🏦 banks💳 financial services,$10.95
despegar,$0.65 b,argentina,-21.26%,#4491,-2.09%,🌴 online travel🌴 travel🖥️ internet👩‍💻 tech,$9.39
fdc india,$0.65 b,india,-17.59%,#4492,0.10%,💊 pharmaceuticals,$3.89
chico's,$0.65 b,usa,237.50%,#4493,-0.93%,👚 clothing🛍️ retail,$5.35
genco shipping & trading,$0.65 b,usa,99.12%,#4494,-1.01%,transportation 🚢 maritime transportation,$15.63
gamco investors,$0.65 b,usa,63.36%,#4495,-0.57%,💰 investment💳 financial services,$24.25
mahindra logistics,$0.65 b,india,75.37%,#4496,-0.27%,,$9.10
tcns clothing,$0.65 b,india,90.86%,#4497,-0.61%,👚 clothing,$10.62
gold royalty corp,$0.65 b,canada,n/a,#4498,-2.21%,,$4.87
biospecifics technologies,$0.65 b,usa,n/a,#4499,0.15%,🧬 biotech💊 pharmaceuticals,$88.53
cara therapeutics,$0.64 b,usa,-16.64%,#4500,-1.78%,💊 pharmaceuticals cannabis,$12.15
contango oil & gas company,$0.64 b,usa,98.77%,#4501,3.54%,🛢 oil&gas ⚡ energy,$3.22
penn virginia,$0.64 b,usa,226.52%,#4502,-3.04%,🛢 oil&gas ⚡ energy,$30.66
chalet hotels,$0.64 b,india,21.52%,#4503,-1.04%,🏨 hotels🌴 travel,$3.15
torm,$0.64 b,uk,7.40%,#4504,1.91%,🛢 oil&gas transportation 🚢 maritime transportation,$7.99
focus universal,$0.64 b,usa,n/a,#4505,3.76%,iot👩‍💻 tech💻 tech hardware,$14.90
bbva argentina,$0.64 b,argentina,-4.26%,#4506,0.03%,,$3.15
bluebird bio,$0.64 b,usa,-77.99%,#4507,-2.23%,💊 pharmaceuticals🧬 biotech🧬 genomics🧬 gene therapy,$9.17
granite point mortgage trust,$0.64 b,usa,14.18%,#4508,-0.42%,🏠 real estate💳 financial services,$11.95
atn international,$0.64 b,usa,-16.53%,#4509,1.76%,📡 telecommunication,$40.58
silvercorp metals,$0.64 b,canada,-37.91%,#4510,-0.55%,⛏️ silver mining,$3.60
hyster-yale materials handling,$0.64 b,usa,-32.15%,#4511,-0.21%,,$38.10
vbi vaccines,$0.64 b,usa,-17.63%,#4512,-3.11%,💊 pharmaceuticals🧬 biotech,$2.49
religare,$0.64 b,india,111.05%,#4513,2.42%,🏦 insurance💳 financial services,$2.01
nautilus biotechnology,$0.63 b,usa,n/a,#4514,-3.93%,💊 pharmaceuticals🧬 biotech,$5.13
revlon,$0.63 b,usa,-16.14%,#4515,1.72%,💄 cosmetics and beauty,$11.84
dynex capital,$0.63 b,usa,-4.49%,#4516,0.17%,🏠 real estate💰 investment 🏘️ reits,$17.25
trustco bank,$0.63 b,usa,422.92%,#4517,0.74%,🏦 banks💳 financial services,$32.87
lexicon pharmaceuticals,$0.63 b,usa,48.97%,#4518,-1.85%,💊 pharmaceuticals,$4.24
reliance power,$0.63 b,india,251.32%,#4519,4.87%,🔋 electricity ⚡ energy,$0.18
greenpanel industries,$0.63 b,india,275.65%,#4520,-4.19%,,$5.13
esab india,$0.63 b,india,98.51%,#4521,6.56%,,$40.50
csb bank,$0.62 b,india,17.74%,#4522,0.44%,🏦 banks💊 pharmaceuticals,$3.62
comtech telecommunications,$0.62 b,usa,31.09%,#4523,-0.46%,📡 telecommunications equipment👩‍💻 tech 🏭 manufacturing,$23.88
ethan allen,$0.62 b,usa,n/a,#4524,-0.16%,🪑 furniture,$24.88
entrada therapeutics,$0.62 b,usa,n/a,#4525,-0.10%,💊 pharmaceuticals🧬 biotech,$21.00
ifb industries,$0.62 b,india,21.45%,#4526,0.01%,,$15.45
york water,$0.62 b,usa,-2.47%,#4527,0.25%,🚰 utility companies,$47.80
ceat,$0.62 b,india,0.57%,#4528,0.82%,tires,$15.47
maverix metals,$0.62 b,canada,-21.83%,#4529,0.70%,,$4.29
sp plus corporation,$0.62 b,usa,-8.81%,#4532,-1.79%,transportation,$26.84
international money express,$0.62 b,usa,2.36%,#4530,-0.55%,💳 financial services,$16.17
sierra wireless,$0.62 b,canada,11.30%,#4531,-1.13%,iot 📡 telecommunications equipment📞 networking hardware👩‍💻 tech💻 tech hardware,$16.56
rent the runway,$0.62 b,usa,n/a,#4536,-10.44%,🛒 e-commerce👚 clothing🖥️ internet,$9.87
daseke,$0.62 b,usa,43.91%,#4533,1.53%,transportation,$9.95
the hackett group,$0.62 b,usa,47.15%,#4535,-0.19%,🖥️ it services💼 professional services,$20.84
jsw holdings,$0.61 b,india,25.97%,#4537,-1.25%,💳 financial services,$55.75
vuzix,$0.62 b,usa,135.41%,#4534,-0.71%,👩‍💻 tech,$9.77
gujarat alkalies and chemicals,$0.61 b,india,97.51%,#4538,0.57%,🧪 chemicals,$8.41
collegium pharmaceutical,$0.61 b,usa,-5.14%,#4539,-0.78%,💊 pharmaceuticals🧬 biotech,$17.84
mbia,$0.61 b,usa,73.16%,#4540,-2.08%,🏦 insurance💳 financial services,$11.31
bangkok airways,$0.61 b,thailand,49.25%,#4541,0.00%,✈️ airlines🌴 travel,$0.30
ironnet,$0.60 b,usa,n/a,#4546,-2.30%,🔒 it security👩‍💻 tech👩‍💻 software,$7.22
amneal pharmaceuticals,$0.61 b,usa,-2.62%,#4544,-0.01%,💊 pharmaceuticals🧬 biotech,$4.09
phathom pharmaceuticals,$0.61 b,usa,-58.74%,#4543,-0.21%,,$19.31
cellcom israel,$0.60 b,israel,-26.08%,#4547,0.00%,,$3.77
upland software,$0.61 b,usa,-56.05%,#4542,-1.81%,👩‍💻 software👩‍💻 tech,$20.02
gaotu techedu,$0.61 b,china,n/a,#4545,-4.42%,🎓 education,$2.38
tpi composites,$0.60 b,usa,-62.47%,#4548,-0.43%,,$16.40
argan,$0.60 b,usa,-22.36%,#4552,-0.55%,,$38.30
entravision communications,$0.60 b,usa,127.53%,#4551,-1.67%,📰 media/press,$7.07
surmodics,$0.60 b,usa,12.17%,#4554,-1.36%,medical devices,$43.38
organigram holdings,$0.60 b,canada,58.59%,#4549,-0.25%,cannabis,$2.03
cbl properties,$0.60 b,usa,"53,881.82%",#4555,1.52%,🏘️ reits🏠 real estate💰 investment,$30.14
lands' end,$0.60 b,usa,-23.89%,#4553,-2.63%,👚 clothing🛍️ retail,$18.31
mrc global,$0.60 b,usa,13.75%,#4556,-0.21%,industrial supplies,$7.27
verso corporation,$0.60 b,usa,84.49%,#4550,-0.72%,📄 pulp and paper,$20.79
loop industries,$0.59 b,canada,48.12%,#4557,0.64%,🧪 chemicals,$12.67
rumbleon,$0.59 b,usa,44.68%,#4558,-2.65%,,$39.97
ten square games,$0.59 b,poland,-36.17%,#4559,-0.95%,🎮 video games entertainment,$82.11
stoneridge,$0.59 b,usa,-29.97%,#4560,1.72%,🚘 automotive suppliers,$21.94
eagle pharmaceuticals,$0.59 b,usa,-1.88%,#4561,0.38%,💊 pharmaceuticals🧬 biotech,$46.12
orthofix medical,$0.59 b,usa,-22.01%,#4562,0.70%,,$30.16
sequent scientific,$0.59 b,india,0.47%,#4563,5.99%,💊 pharmaceuticals,$2.39
ksb ltd,$0.59 b,india,116.17%,#4564,0.99%,,$16.97
gateway real estate,$0.59 b,germany,-18.94%,#4565,6.90%,🏠 real estate,$3.15
spire global,$0.58 b,usa,n/a,#4566,-0.20%,👩‍💻 software👩‍💻 tech,$4.24
seritage growth properties,$0.58 b,usa,-19.01%,#4568,-2.46%,🏠 real estate💰 investment 🏘️ reits,$13.46
arbutus biopharma,$0.58 b,usa,26.39%,#4567,0.93%,💊 pharmaceuticals,$4.35
bank mayapada internasional,$0.58 b,indonesia,-91.71%,#4570,0.71%,🏦 banks💳 financial services,$0.05
national presto industries,$0.58 b,usa,-8.10%,#4571,0.37%,,$83.01
rex american resources,$0.58 b,usa,9.30%,#4572,-0.76%,⛽ biofuel🌞 renewable energy ⚡ energy,$98.70
cass information systems,$0.58 b,usa,-1.70%,#4573,-1.18%,💼 professional services💳 financial services,$41.70
taseko mines,$0.58 b,canada,97.17%,#4575,-2.15%,⛏️ mining,$2.05
xl fleet,$0.58 b,usa,n/a,#4574,-1.42%,🔋 electric vehicles,$4.18
allied motion technologies,$0.57 b,usa,-18.41%,#4577,0.31%,🔌 electronics👩‍💻 tech,$39.04
adaptimmune therapeutics,$0.58 b,uk,-22.32%,#4576,0.68%,💊 pharmaceuticals🧬 biotech,$3.72
circor international,$0.57 b,usa,-23.60%,#4582,-0.57%,🏭 manufacturing,$28.14
rci hospitality holdings,$0.57 b,usa,131.00%,#4578,0.30%,,$64.27
village farms international,$0.57 b,canada,-34.32%,#4579,-1.66%,🚜 agriculture🍴 food,$6.53
sify,$0.58 b,india,200.00%,#4569,0.00%,📡 telecommunication🖥️ internet,$3.21
oppenheimer holdings,$0.57 b,usa,48.86%,#4580,-1.13%,🏦 banks💳 financial services💰 investment,$45.67
old second bancorp,$0.57 b,usa,19.29%,#4581,-1.37%,🏦 banks💳 financial services,$12.26
united fire group,$0.56 b,usa,-4.18%,#4583,0.00%,🏦 insurance,$22.71
simona,$0.56 b,germany,n/a,#4584,-1.18%,🧪 chemicals,$94.87
vapotherm,$0.56 b,usa,-11.83%,#4585,-1.37%,medical devices,$21.83
arrow financial,$0.56 b,usa,13.86%,#4586,0.73%,🏦 banks💳 financial services,$35.00
eagle bulk shipping,$0.56 b,usa,116.80%,#4588,-0.07%,transportation 🚢 maritime transportation,$41.77
first financial,$0.56 b,usa,14.66%,#4587,-0.02%,💳 financial services,$44.11
the rmr group,$0.56 b,usa,-12.04%,#4590,0.91%,🏠 real estate💼 professional services,$34.37
porr,$0.56 b,austria,0.78%,#4591,-0.78%,🏗 construction,$14.46
the vita coco company,$0.56 b,usa,n/a,#4592,-1.93%,🥤 beverages,$10.16
bank of marin bancorp,$0.56 b,usa,-6.26%,#4593,-0.03%,🏦 banks💳 financial services,$35.20
chuy's,$0.56 b,usa,10.51%,#4594,-1.18%,🍔 restaurant chains,$28.46
marcus corporation,$0.56 b,usa,54.91%,#4595,-1.16%,🏨 hotels entertainment🌴 travel,$17.93
oric pharmaceuticals,$0.56 b,usa,-58.05%,#4589,-0.79%,💊 pharmaceuticals,$14.41
atlantic capital bancshares,$0.56 b,usa,94.25%,#4598,-1.18%,🏦 banks💳 financial services,$27.70
pds multinational,$0.56 b,india,310.56%,#4599,-4.38%,🛍️ retail👚 clothing,$21.59
havertys,$0.55 b,usa,18.51%,#4604,0.80%,🪑 furniture🛍️ retail,$31.37
the container store,$0.56 b,usa,12.84%,#4597,-1.24%,🛍️ retail,$11.11
modine manufacturing,$0.56 b,usa,-10.31%,#4596,-0.09%,,$10.86
aemetis,$0.55 b,usa,605.60%,#4601,2.72%,🌞 renewable energy🧪 chemicals ⚡ energy ⛽ biofuel,$16.82
intrepid potash,$0.55 b,usa,168.81%,#4602,-0.20%,🌱 fertilizer companies,$41.64
conn's,$0.55 b,usa,62.39%,#4603,0.53%,🪑 furniture🛍️ retail,$18.97
spicejet,$0.55 b,india,-24.85%,#4605,-0.14%,✈️ airlines🌴 travel,$0.93
regional management,$0.55 b,usa,103.85%,#4606,-0.78%,🏦 insurance,$56.27
re/max holdings,$0.55 b,usa,-9.19%,#4607,0.54%,🏠 real estate,$29.59
gaslog,$0.55 b,greece,n/a,#4608,-0.17%,🛢 oil&gas transportation 🚢 maritime transportation,$5.79
antares pharma,$0.55 b,usa,-2.97%,#4609,-0.76%,💊 pharmaceuticals🧬 biotech,$3.25
gladstone investment,$0.55 b,usa,63.16%,#4610,0.82%,💰 investment,$16.57
1-800-petmeds,$0.54 b,usa,-12.96%,#4611,-0.95%,🛒 e-commerce🖥️ internet👩‍💻 tech,$26.08
strides pharma,$0.54 b,india,-45.45%,#4612,-0.80%,💊 pharmaceuticals,$6.07
borussia dortmund,$0.54 b,germany,-25.47%,#4613,-0.36%,⚽ football,$4.94
ducommun,$0.54 b,usa,-13.62%,#4614,-1.76%,🚀 aerospace🔌 electronics,$45.68
equity bancshares,$0.54 b,usa,49.91%,#4615,0.19%,🏦 banks💳 financial services,$32.32
pulse biosciences,$0.54 b,usa,9.31%,#4616,-1.61%,medical devices,$18.36
rashtriya chemicals and fertilizers,$0.54 b,india,57.55%,#4617,0.74%,🧪 chemicals🌱 fertilizer companies,$0.98
romeo power,$0.54 b,usa,n/a,#4618,-0.25%,🔋 batteries,$4.05
moil,$0.53 b,india,20.42%,#4619,-0.32%,⛏️ mining,$2.28
willdan group,$0.53 b,usa,6.44%,#4620,0.38%,💼 professional services,$42.00
hathway,$0.53 b,india,-37.27%,#4621,3.14%,📡 telecommunication,$0.30
duluth holdings,$0.53 b,usa,17.49%,#4622,-1.46%,👚 clothing🛍️ retail,$16.22
frp holdings,$0.53 b,usa,27.47%,#4623,1.33%,,$56.94
greenlam industries,$0.53 b,india,97.21%,#4624,4.60%,,$22.19
farmland partners,$0.53 b,usa,40.67%,#4625,-0.17%,🏠 real estate💰 investment 🏘️ reits,$11.81
karur vysya bank,$0.53 b,india,13.79%,#4626,0.00%,🏦 banks💳 financial services,$0.67
engineers india,$0.53 b,india,-8.13%,#4627,0.56%,👷 engineering💼 professional services,$0.95
vrl logistics,$0.53 b,india,133.06%,#4628,-0.97%,transportation,$6.05
dsp group,$0.53 b,usa,31.22%,#4629,-0.05%,📟 semiconductors👩‍💻 tech💻 tech hardware,$21.98
tata coffee,$0.53 b,india,89.66%,#4630,1.72%,🥤 beverages,$2.85
appharvest,$0.53 b,usa,n/a,#4631,0.19%,🍴 food,$5.28
precision biosciences,$0.53 b,usa,-22.63%,#4632,-1.63%,💊 pharmaceuticals🧬 genomics🧬 biotech,$8.74
sportsman's warehouse,$0.53 b,usa,-16.14%,#4633,0.83%,🛍️ retail🎾 sports goods,$12.10
xponential fitness,$0.52 b,usa,n/a,#4634,-2.55%,,$22.16
eagle point credit company,$0.52 b,usa,56.94%,#4635,-0.49%,💰 investment,$15.30
phillips carbon black,$0.52 b,india,31.54%,#4636,4.46%,,$3.06
suncoke energy,$0.52 b,usa,38.71%,#4637,-1.98%,,$6.32
jindal worldwide,$0.52 b,india,298.78%,#4638,1.38%,,$2.62
ituran,$0.52 b,israel,41.12%,#4639,0.16%,,$25.30
indoco remedies,$0.52 b,india,49.26%,#4640,-1.26%,💊 pharmaceuticals,$5.68
bit digital,$0.52 b,usa,n/a,#4641,-1.41%,₿ bitcoin👩‍💻 tech,$7.53
barrett business services,$0.52 b,usa,1.31%,#4642,1.11%,💼 professional services,$69.53
mastercraft boat,$0.52 b,usa,21.29%,#4643,0.92%,,$27.54
ocular therapeutix,$0.52 b,usa,-62.03%,#4644,-0.17%,🧬 biotech💊 pharmaceuticals,$6.81
sudarshan chemical,$0.52 b,india,15.54%,#4645,0.47%,🧪 chemicals,$7.52
paisalo digital,$0.52 b,india,118.41%,#4646,-0.81%,💳 financial services,$12.34
mahindra lifespaces,$0.51 b,india,-23.04%,#4647,0.95%,🏠 real estate,$3.36
fly leasing,$0.51 b,ireland,93.52%,#4648,0.00%,,$17.03
dorian lpg,$0.51 b,usa,9.18%,#4649,0.71%,🛢 oil&gas 🚢 maritime transportation transportation,$12.81
qiwi,$0.51 b,cyprus,-39.37%,#4650,-0.55%,,$8.20
ingersoll rand india,$0.51 b,india,92.48%,#4651,-1.61%,,$16.27
central puerto,$0.51 b,argentina,27.17%,#4652,0.83%,,$3.40
ufp technologies,$0.51 b,usa,50.59%,#4653,-0.60%,,$68.11
century bancorp,$0.51 b,usa,49.92%,#4654,0.06%,🏦 banks💳 financial services,$115.29
synlait milk,$0.51 b,new zealand,-39.86%,#4655,3.30%,🥛 dairy companies,$2.34
