medical_specialty;doc_name;hospital;hospital_affiliations;doc_special_expertise;hospital_address;hospital_telephone
Obstetrics & Gynecology;Natu Mmbaga, MD;Modern Obstetrics and Gynecology; Emory Johns Creek Hospital, Northside Hospital Forsyth;;10692 Medlock Bridge Road, Suite 100-A, Johns Creek, 30097;404-446-2496
Obstetrics & Gynecology;Obiamaka N. Mora, MD;Avant Gynecology; Piedmont Atlanta Hospital, Northside Hospital; pelvic reconstruction, uterine fibroids, endometriosis, minimally invasive surgery;105 Collier Road NW, Suite 1080, Atlanta, 30309;404-352-2850
Otolaryngology;Johnny Won, MD;Ear, Nose & Throat Institute; Northside Hospital Lawrenceville, Emory Johns Creek Hospital; nasal and sinus disorders, nasal surgery, sinus disorders/surgery;600 Professional Drive, Suite 120, Lawrenceville, 30046;770-740-1860
Otolaryngology;Mark J. Yanta, MD;ENT of Georgia North; Children’s Healthcare of Atlanta at Scottish Rite, Northside Hospital; pediatric and adult otolaryngology, sleep disorders/apnea/snoring, endoscopic sinus surgery, hearing disorders/tinnitus;3400-C Old Milton Parkway, Building C, Suite 365, Alpharetta, 30005;404-446-2400
Otolaryngology;Julie L. Zweig, MD;Northeast Atlanta Ear, Nose & Throat; Emory Johns Creek Hospital, Children’s Healthcare of Atlanta at Scottish Rite; sleep disorders/apnea/snoring, facial rejuvenation;4385 Johns Creek Parkway, Suite 250, Suwanee, 30024;770-623-1608
Medical Oncology;David D. Shepard, MD;Emory at Decatur Hematology & Oncology; Emory Decatur Hospital;;2675 North Decatur Road, Suite 200, Decatur, 30033;404-501-7040
Medical Oncology;Dong Moon Shin, MD;Emory University Hospital; Emory University Hospital Midtown, Emory University Hospital; head and neck cancer, mesothelioma, thymoma and thymic cancer;550 Peachtree Street NE, Floor 10, Atlanta, 30308;404-778-0278
Medical Oncology;Lijo Simpson, MD;Atlanta Cancer Care; Emory Decatur Hospital, Northside Hospital; colon and rectal cancer, melanoma, genitourinary cancer;2545 Lawrenceville Highway, Suite 300, Decatur, 30033;404-321-1950
Medical Oncology;Praveen Sivakumaran, MD;Suburban Hematology/Oncology Associates; Northside Hospital Lawrenceville, Eastside Medical Center;;1700 Tree Lane Road, Suite 490, Snellville, 30078;770-979-2828
Ophthalmology;Joon Y. Kim, MD;Clayton Eye Care Center; Southern Regional Medical Center; cataract surgery;1000 Corporate Center Drive, Suite 100, Morrow, 30260;770-968-8888
Ophthalmology;Alan M. Kozarsky, MD;Eye Consultants of Atlanta; Piedmont Atlanta Hospital; LASIK (refractive surgery), cataract surgery, cornea transplant;3193 Howell Mill Road, Suite 115, Atlanta, 30327;404-350-1425
Ophthalmology;Scott I. Lampert, MD;Georgia Retina; Northside Hospital; retinal disorders, retina/vitreous surgery;1100 Johnson Ferry Road, Building 2, Suite 593, Sandy Springs, 30342;404-255-9096
Ophthalmology;Lori C. Lebow, MD;Gainesville Eye Associates; Northeast Georgia Medical Center; cataract surgery;2061 Beverly Road, Gainesville, 30501;770-532-4444
Orthopaedic Surgery;John W. Xerogeanes, MD;Emory Orthopaedics & Spine Center; Emory University Hospital; knee injuries/ACL/meniscus tears, knee ligament reconstruction, shoulder arthroscopic surgery, arthroscopic surgery;1968 Hawks Lane, Brookhaven, 30329;404-778-3350
Orthopaedic Surgery;S. Tim Yoon, MD, PhD;Emory Orthopaedics & Spine Center; Emory University Hospital, Emory University Hospital Midtown; spinal surgery;59 Executive Park South NE, Suite 3000, Atlanta, 30329;404-778-3350
Nephrology;Sohail Saleem, MD;Kidney Care Center of Georgia; Northeast Georgia Medical Center, Northside Hospital Forsyth;;663 Lanier Park Drive, Gainesville, 30501;678-450-0202
Nephrology;Lorin M. Sanchez, MD;Georgia Nephrology; Emory Decatur Hospital;;497 Winn Way, Suite A-210, Decatur, 30030;404-645-7150
Nephrology;Sanjay Sharma, MD;Southern Crescent Nephrology; Southern Regional Medical Center, Piedmont Henry Hospital; kidney failure, kidney stones, hypertension, dialysis care;250 Village Center Parkway, Suite 100, Stockbridge, 30281;678-289-0508
Nephrology;Sheldon M. Shore, MD;Nephrology Consultants of Georgia; Piedmont Atlanta Hospital, Piedmont Fayette Hospital; hypertension, kidney disease (chronic), glomerulonephritis, fluid/electrolyte balance;275 Collier Road NW, Suite 290, Atlanta, 30309;404-352-3300
Obstetrics & Gynecology;Natalie Needham, MD;Obstetrics-Gynecology Associates; Wellstar Kennestone Hospital;;699 Church Street, Suite 300, Marietta, 30060;770-422-8700
Obstetrics & Gynecology;Joseph F. Pohl, MD;Women’s Healthcare Consultants of Gwinnett; Northside Hospital Lawrenceville; pregnancy;500 Medical Center Boulevard, Suite 365, Lawrenceville, 30046;770-962-2051
Obstetrics & Gynecology;Jill Purdie, MD;Northside Women’s Specialists; Northside Hospital;;980 Johnson Ferry Road, Suite 620, Atlanta, 30342;404-255-2057
Obstetrics & Gynecology;Rama Rao, MD;GYN Surgical Specialists; Northside Hospital; gynecologic surgery (complex), robotic surgery;980 Johnson Ferry Road NE, Suite 910, Atlanta, 30342;404-303-3157
Medical Oncology;Jayanthi Srinivasiah, MD;Georgia Cancer Specialists; Emory Decatur Hospital, Emory Johns Creek Hospital; breast cancer, clinical trials, cancer genetics, solid tumors;2712 Lawrenceville Highway, Decatur, 30033;770-496-5555
Medical Oncology;Stephen Szabo, MD;Emory Saint Joseph’s Hospital; Emory Johns Creek Hospital, Emory Saint Joseph’s Hospital; breast cancer, gastrointestinal cancer, hematologic malignancies, cancer genetics;5665 Peachtree Dunwoody Road NE, Suite 150A, Atlanta, 30342;404-778-1900
Medical Oncology;Hiba M. Tamim, MD;Atlanta Cancer Care; Emory Decatur Hospital, Northside Hospital;;2545 Lawrenceville Highway, Suite 300, Decatur, 30033;404-321-1950
Medical Oncology;Meenakshi Thirunavu, MD;Emory Johns Creek Hospital; Emory Johns Creek Hospital, Emory Saint Joseph’s Hospital; breast cancer;6335 Hospital Parkway, Johns Creek, 30097;404-778-1900
Ophthalmology;W. Barry Lee, MD;Eye Consultants of Atlanta; Piedmont Atlanta Hospital; corneal disease and surgery, cataract surgery, LASIK (refractive surgery), cornea transplant;3225 Cumberland Boulevard SE, Suite 800, Atlanta, 30339;404-351-2220
Ophthalmology;Elliot L. Levine, MD;Eye Consultants of Atlanta; Piedmont Atlanta Hospital; cataract surgery, intraocular lens replacement;3225 Cumberland Boulevard SE, Suite 800, Atlanta, 30339;404-351-2220
Ophthalmology;Evan S. Loft, MD;Eye Consultants of Atlanta; Piedmont Atlanta Hospital; LASIK (refractive surgery), cornea and external eye disease, cataract surgery, anterior segment surgery;3225 Cumberland Boulevard SE, Suite 900, Atlanta, 30339;404-351-2220
Ophthalmology;Brian D. Long, MD;Eye Consultants of Atlanta; Piedmont Fayette Hospital;;340 Brandywine Boulevard, Fayetteville, 30214;770-719-7950
Nephrology;Sudha Tata, MD;Emory Clinic, Building B,; Emory University Hospital; kidney stones, kidney failure, kidney disease (chronic), transplant medicine (kidney);1365 Clifton Road NE, Floor 6, Atlanta, 30322;855-366-7989
Nephrology;Clara W. Truesdell, MD, PhD;Hypertension & Kidney Consultants of Georgia; Northside Hospital Lawrenceville, Northside Hospital Duluth;;185 Old Peachtree Road NW, Suwanee, 30024;678-937-0300
Nephrology;Jobira Woldemichael, MD;Nephrology Consultants of Georgia; Piedmont Atlanta Hospital, Piedmont Fayette Hospital; hypertension, kidney disease;275 Collier Road NW, Suite 290, Atlanta, 30309;404-352-3300
Obstetrics & Gynecology;Aisha W. Redmond, MD;The Southeast Permanente Medical Group; Emory Saint Joseph’s Hospital, Emory University Hospital Midtown; minimally invasive surgery;Glenlake Medical Center, 20 Glenlake Parkway NE, Atlanta, 30328;404-365-0966
Obstetrics & Gynecology;Ingrid Reyes, MD;Modern Obstetrics and Gynecology; Emory Johns Creek Hospital, Northside Hospital Forsyth;;10692 Medlock Bridge Road, Suite 100-A, Johns Creek, 30097;404-446-2496
Obstetrics & Gynecology;John Reyes, MD;Modern Obstetrics and Gynecology; Emory Johns Creek Hospital, Northside Hospital Forsyth;;10692 Medlock Bridge Road, Suite 100-A, Johns Creek, 30097;404-446-2496
Obstetrics & Gynecology;Richard M. Robinson, MD;Greystone OB/GYN; Piedmont Rockdale Hospital, Piedmont Newton Hospital; minimally invasive surgery, pregnancy (high risk), laparoscopic hysterectomy;3240 Avalon Boulevard, Conyers, 30013;770-860-1133
Obstetrics & Gynecology;Lanalee Araba Sam, MD;The Southeast Permanente Medical Group; Northside Hospital; concierge medicine, robotic surgery, minimally invasive surgery;Townpark Medical Center, 750 Townpark Lane NW, Kennesaw, 30144;404-365-0966
Medical Oncology;Sherine J. Thomas, MD;Georgia Cancer Specialists; Northside Hospital, Piedmont Rockdale Hospital;;1501 Milstead Road, Suite 110, Conyers, 30012;770-760-9949
Medical Oncology;Ethan W. Tolbert, MD;Georgia Cancer Specialists; Emory University Hospital Midtown, Northside Hospital; solid tumors, gastrointestinal cancer, hematologic malignancies;550 Peachtree Street NE, Suite 1185, Atlanta, 30308;404-223-0792
Medical Oncology;Kamal N. Ummed, MD;Georgia Cancer Specialists; Northside Hospital, Northside Hospital Forsyth;;Northside Hospital, 1100 Johnson Ferry Road NE, Suite 600, Atlanta, 30342;404-256-4777
Medical Oncology;Gena Volas-Redd, MD;Georgia Cancer Specialists; Northside Hospital Cherokee;;228 Riverstone Drive, Canton, 30114;770-479-1870
Ophthalmology;Pooja S. Mally, MD;OPAL Aesthetics; oculoplastic and reconstructive surgery, eyelid cosmetic and reconstructive surgery, orbital surgery, tear duct problems;;1100 Johnson Ferry Road NE, Building 1, Suite 105, Atlanta, 30342;404-953-4023
Ophthalmology;Mark W. Mohney, MD;Eye Consultants of Atlanta; Piedmont Atlanta Hospital; cataract surgery, intraocular lens replacement;3225 Cumberland Boulevard SE, Suite 800, Atlanta, 30339;404-351-2220
Ophthalmology;Justin Needham, MD;Milan Eye Center; Northside Hospital Forsyth;;1995 Mall of Georgia Boulevard, Suite A, Buford, 30519;678-616-9592
Nephrology;Joshua H. Wolf, MD;Piedmont Transplant Institute; Piedmont Atlanta Hospital; transplant medicine (kidney), renovascular disease;1968 Peachtree Road NW, Building 77, Floor 5, Atlanta, 30309;404-605-4529
Nephrology;David J. Yoo, MD;Nephrology Consultants of Georgia; Piedmont Fayette Hospital, Piedmont Atlanta Hospital; hypertension, kidney disease (chronic);1267 Highway 54 West, Suite 5400, Fayetteville, 30214;678-817-5542
Obstetrics & Gynecology;Thomas Sharon, MD;Obstetrics & Gynecology of Atlanta; Northside Hospital, Northside Hospital Forsyth; minimally invasive surgery, robotic surgery, pelvic organ prolapse repair, uterine fibroids;1100 Johnson Ferry Road NE, Suite 800, Center 2, Atlanta, 30342;404-252-1137
Obstetrics & Gynecology;Marie E. Shockley, MD;Women’s Center; Emory Saint Joseph’s Hospital, Emory University Hospital; gynecologic surgery, uterine fibroids, endometriosis, minimally invasive surgery;Emory Saint Joseph’s Hospital, 5673 Peachtree Dunwoody Road, Suite 700, Atlanta, 30342;404-778-3401
Obstetrics & Gynecology;Gabriela D. Siegel, MD;Atlanta Women’s Obstetrics & Gynecology; Piedmont Atlanta Hospital;;275 Collier Road NW, Suite 230, Atlanta, 30309;404-352-3616
Obstetrics & Gynecology;Dominique J. Smith, MD;Premier Women’s Healthcare; Emory Hillandale Hospital, Emory Decatur Hospital; hormonal disorders, gynecology only, hysterectomy alternatives, minimally invasive surgery;5404 Hillandale Park Court, Lithonia, 30058;678-418-6990
Medical Oncology;Edmund K. Waller, MD, PhD;Bone Marrow Transplant Clinic; Emory University Hospital; bone marrow and stem cell transplant, leukemia, lymphoma (non-Hodgkin’s), anemia (aplastic);Emory Winship Cancer Institute, 1365 Clifton Road NE, Plaza Level, Building C, Floor 2, Atlanta, 30322;404-778-0519
Medical Oncology;Lynn Zemsky, MD;Georgia Cancer Specialists; Northside Hospital Cherokee, Northside Hospital; breast cancer, hematology, lung cancer;790 Church Street, Suite 335, Marietta, 30060;770-590-8311
Ophthalmology;Kenneth R. Neufeld, MD;Thomas Eye Group; Northside Hospital, Emory Saint Joseph’s Hospital; oculoplastic surgery, cosmetic and reconstructive surgery, eyelid surgery/blepharoplasty, eyelid surgery;5995 Barfield Road, Sandy Springs, 30328;404-256-1507
Ophthalmology;Philip E. Newman, MD;Center for Sight; Piedmont Rockdale Hospital; cataract surgery, corneal disease and surgery, glaucoma, macular degeneration;1400 Wellbrook Circle, Suite 100, Conyers, 30012;770-922-2201
Ophthalmology;David A. Palay, MD;Atlanta Ophthalmology Associates; Northside Hospital; cataract surgery, LASIK (refractive surgery), cornea transplant;5730 Glenridge Drive, Suite 120, Atlanta, 30328;404-252-1194
Ophthalmology;Milan R. Patel, MD;Milan Eye Center; Northside Hospital Forsyth; cataract surgery, LASIK (refractive surgery), corneal disease and surgery, PRK (refractive surgery);6300 Hospital Parkway, Suite 325, Johns Creek, 30097;678-381-2020
Obstetrics & Gynecology;Sharon D. Smith, MD;Kaiser Permanente; Northside Hospital, Emory Saint Joseph’s Hospital;;3550 Preston Ridge Road, Alpharetta, 30005;404-365-0966
Obstetrics & Gynecology;Yvette Smith, MD;Atlanta Women’s Specialists; Northside Hospital;;5445 Meridian Mark Road NE, Suite 430, Atlanta, 30342;404-252-5196
Obstetrics & Gynecology;Winifred L. Soufi, MD, PhD;Women’s Health Associates; Northside Hospital;;980 Johnson Ferry Road NE, Suite 720, Atlanta, 30342;404-252-3898
Ophthalmology;Zane F. Pollard, MD;Eye Consultants of Atlanta; pediatric ophthalmology, strabismus, tear duct problems;;5445 Meridian Mark Road, Suite 220, Atlanta, 30342;404-255-2419
Ophthalmology;Kristina Price, MD;Georgia Eye Partners; Northside Hospital, Emory University Hospital Midtown; oculoplastic surgery, eyelid surgery/blepharoplasty, fillers and injectables, Botox;1100 Johnson Ferry Road NE, Suite 105, Atlanta, 30342;404-531-9988
Ophthalmology;Mark J. Rivellese, MD;Georgia Retina; diabetic eye disease/retinopathy, retinopathy of prematurity, melanoma (ocular);;1462 Montreal Road NW, Suite 412, Tucker, 30084;404-299-5209
Ophthalmology;J. Michael Roach, MD;Eye Consultants of Atlanta; Piedmont Atlanta Hospital; cataract surgery;3225 Cumberland Boulevard SE, Suite 800, Atlanta, 30339;404-351-2220
Obstetrics & Gynecology;Holly A. Sternberg, MD;Atlanta Women’s Obstetrics & Gynecology; Piedmont Atlanta Hospital;;275 Collier Road NW, Suite 230, Atlanta, 30309;404-352-3616
Obstetrics & Gynecology;Elizabeth M. Street, MD;Unified Premier Women’s Care; Wellstar Kennestone Hospital; robotic hysterectomy, obstetrics;574 Church Street SE, Marietta, 30060;770-427-0285
Obstetrics & Gynecology;Phoebe Sun, MD;Women’s Health Associates; Northside Hospital;;980 Johnson Ferry Road NE, Suite 720, Atlanta, 30342;404-252-3898
Ophthalmology;Kiran Sajja, MD;Milan Eye Center; Northside Hospital Forsyth, Northside Hospital Cherokee;;1034 Haw Creek Circle, Suite 100, Cumming, 30041;678-616-9592
Ophthalmology;Jeri S. Salit, MD;Thomas Eye Group; Children’s Healthcare of Atlanta at Scottish Rite, Children’s Healthcare of Atlanta at Egleston; pediatric ophthalmology, eye muscle disorders;5995 Barfield Road, Sandy Springs, 30328;404-256-1507
Ophthalmology;Gagan K. Sawhney, MD;Georgia Eye Partners; Emory University Hospital Midtown, Northside Hospital; glaucoma, cataract surgery, cataract (complex), neuro-ophthalmology;1100 Johnson Ferry Road NE, Suite 140, Atlanta, 30342;404-531-9988
Ophthalmology;Evan D. Schoenberg, MD;Georgia Eye Partners; Northside Hospital, Emory University Hospital; cornea and external eye disease, anterior segment surgery, cataract surgery, keratoconus;10080 Medlock Bridge Road, Duluth, 30097;770-623-3931
Obstetrics & Gynecology;Elizabeth R. Taghechian, MD;Marietta Obstetrics-Gynecology; Wellstar Kennestone Hospital;;Kennestone Outpatient Pavilion, 699 Church Street, Suite 220, Marietta, 30060;770-422-8505
Obstetrics & Gynecology;Sherry Taylor, MD;Alpha Omega OB/GYN; Northside Hospital Forsyth, Northside Hospital;;3400-C Old Milton Parkway, Suite 475, Alpharetta, 30005;470-554-7870
Obstetrics & Gynecology;Armene (Mimi) Vanoyan, MD;Atlanta Obstetrics & Gynecology Associates; Piedmont Atlanta Hospital;;275 Collier Road, Suite 100-C, Atlanta, 30309;404-355-0320
Obstetrics & Gynecology;Jennifer A. Wrenn, MD;Emory University Hospital Midtown; Emory University Hospital Midtown;;550 Peachtree Street NE, Medical Office Tower, Floor 8, Atlanta, 30308;404-778-3401
Ophthalmology;Atul Sharma, MD;Georgia Retina; Northside Hospital; diabetic eye disease/retinopathy, macular degeneration, retinal disorders;6095 Professional Parkway, Suite B-202, Douglasville, 30134;678-303-0136
Ophthalmology;Priyanka Sood, MD;Department of Ophthalmology; Emory University Hospital Midtown; corneal disease and transplant, cataract (complex), anterior segment surgery, LASIK (refractive surgery);Emory University Hospital Midtown, 550 Peachtree Street NE, Suite 1850, Atlanta, 30308;404-778-2020
